Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Shanghai Noon","Gunsmoke Wall > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106104520/shanghai-noon,2.9,-1,Boulder,V6,1,15,34.02858,-116.14508
Sakura,"Split Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106419031/sakura,2.5,-1,Boulder,V2,1,12,34.00254,-116.14998
"Black Pea","Black Pea Boulder > Triangle Two Boulders > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114124773/black-pea,3.0,-1,Boulder,V2,1,15,34.01773,-116.16418
"Friction 101","Friction Slab > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345826/friction-101,2.2,-1,Boulder,V1,1,11,34.02841,-116.14536
"The Embryo","Embryo Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106069375/the-embryo,2.9,-1,Boulder,V4,1,12,34.08076,-116.246
"Up 20","Sandy Wash Corridor > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106096439/up-20,3.0,-1,Boulder,"V2 R",1,20,33.98848,-116.16102
"The Real Slam Dunk","Halfling Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106649438/the-real-slam-dunk,3.0,-1,Boulder,V3,1,12,33.99792,-116.15341
"Chuckawalla 'Yabo' Start","Chuckawalla Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116522112/chuckawalla-yabo-start,2.7,-1,Boulder,V6,1,10,34.02056,-116.16505
"Native Arete SDS","Native Arete Boulder > Indian Wave Boulders > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345895/native-arete-sds,3.0,-1,Boulder,V1,1,12,34.02648,-116.14181
"Slash Babyface","Baby Face Boulder > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114149841/slash-babyface,2.6,-1,Boulder,V0,1,14,33.95997,-116.08043
"Discount Dyno","Discount Dyno Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107054245/discount-dyno,2.0,-1,Boulder,V0,1,10,34.01082,-116.16823
Flo,"Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558561/flo,2.4,-1,Boulder,V0,1,13,34.0283,-116.18199
"The Simpleton","Simpleton Rock > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120193/the-simpleton,2.1,-1,Boulder,V1,1,15,34.0028,-116.14955
"Flight Attendant","Flight Attendant Rock > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725548/flight-attendant,2.7,-1,Boulder,V4,1,15,33.98306,-116.15544
"Patina Slab","Chunky Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106114357/patina-slab,1.6,-1,Boulder,V-easy,1,15,34.01842,-116.16884
"High Heeled Sneakers","Cap Rock > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106161768/high-heeled-sneakers,3.0,-1,Boulder,V5,1,18,33.98965,-116.16317
[Redacted],"Camp Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106161778/redacted,2.1,-1,Boulder,V1,1,10,33.98365,-116.15426
"Tinkerbell's Anus","Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643980/tinkerbells-anus,3.0,-1,Boulder,V2,1,12,34.04548,-116.10464
"Unnamed Variation","No Name Boulder > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345847/unnamed-variation,2.4,-1,Boulder,V2,1,12,34.02853,-116.14534
"Steam Train","Big Dike Boulders > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106127818/steam-train,2.6,-1,Boulder,V2,1,18,34.02579,-116.15719
"Use What I Got","Scoop Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106708408/use-what-i-got,3.0,-1,Boulder,V2,1,15,34.01282,-116.17926
"Dripper Right","Dripper Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106360122/dripper-right,3.0,-1,Boulder,V0+,1,16,33.94673,-116.07239
"Chocolate Roof Right","Chocolate Roof > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109989643/chocolate-roof-right,2.4,-1,Boulder,V3,1,20,34.06282,-116.22616
"Semi-Precious (aka  Poorman's Stem Gem)","Semi-Precious Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106126587/semi-precious-aka-poormans-stem-gem,2.3,-1,Boulder,V0+,1,15,34.01215,-116.16238
Scissorlock,"Voices Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725479/scissorlock,1.7,-1,Boulder,V1,1,10,34.02038,-116.16562
"Scoop Problem","Hensel Boulder > Scatterbrain Area > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111704783/scoop-problem,2.4,-1,Boulder,V2,1,11,34.01824,-116.16346
"Newton's Law","Newton's Law Boulder > Planet X Area > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112814257/newtons-law,2.7,-1,Boulder,V5,1,15,33.99586,-116.15628
"Chuckawalla Roast","Chuckawalla Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106043727/chuckawalla-roast,2.2,-1,Boulder,V1+,1,15,34.02056,-116.16505
"The Love Machine","Roof Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111599438/the-love-machine,2.5,-1,Boulder,V8-9,1,6,33.98392,-116.15436
Joker,"Black Lichen Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039404/joker,2.2,-1,Boulder,V1,1,15,33.98603,-116.15961
"The Peanut","The Peanut Boulder > Volcano Boulder Area > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/117537429/the-peanut,3.0,-1,Boulder,"V7 R",1,,33.94799,-116.07514
"Brief Squeeze","Caveman Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116171449/brief-squeeze,3.0,-1,Boulder,V1-,1,8,34.01622,-116.1633
"Mighty Dog","The Asteroid Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118194524/mighty-dog,3.0,-1,Boulder,V7,1,10,34.01197,-116.15127
Shattery,"Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120217031/shattery,3.0,-1,Boulder,V2,1,15,34.0325,-116.20338
"Strength of Steel","Anvil Boulder > Varnished Wall Boulders > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106646534/strength-of-steel,2.6,-1,Boulder,V2,1,15,34.09439,-116.15423
"Stoney Point Simulator","Stoney Point Boulder > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120062505/stoney-point-simulator,3.3,-1,Boulder,V4,1,16,33.9662,-116.08514
"Reverse Romp","Romp Roof > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112458665/reverse-romp,3.0,-1,Boulder,V4+,1,20,34.02174,-116.16332
"Unnamed Crack","Strawberry Contraceptives Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108745986/unnamed-crack,2.5,-1,Boulder,V5,1,10,33.99762,-116.15424
"The Button High","So High Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108304007/the-button-high,3.0,-1,Boulder,V3,1,25,34.00984,-116.16704
Unnamed,"The Pig Sty > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118571241/unnamed,3.0,-1,Boulder,V2,1,13,34.01398,-116.15439
"Voodoo Chile","The Watchtower > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121862590/voodoo-chile,3.0,-1,Boulder,V5,1,10,34.05005,-116.10315
"Slugs of War","Pro Tip boulder > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112383972/slugs-of-war,3.0,-1,Boulder,V2+,1,10,34.01782,-116.16278
"Powerband West","So High Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106148615/powerband-west,3.0,-1,Boulder,V8,1,,34.00984,-116.16704
Velouria,"Pixie Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106400425/velouria,2.0,-1,Boulder,V0,1,15,34.09441,-116.15612
"New Wave","Indian Wave Boulder > Indian Wave Boulders > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345773/new-wave,3.0,-1,Boulder,V5,1,20,34.02608,-116.14135
"Tips Be Gone Traverse","Tips Be Gone Wall > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106708018/tips-be-gone-traverse,3.0,-1,Boulder,V7,1,20,33.959,-116.0825
"Pickled Pigs Feet","Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558583/pickled-pigs-feet,2.1,-1,Boulder,V0-,1,16,34.0283,-116.18199
Manx,"Manx Boulders - Northwest Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115224/manx,1.9,-1,Boulder,V-easy,1,16,34.01431,-116.15814
"House of Mirrors","House of Mirrors Face > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121781547/house-of-mirrors,3.0,-1,Boulder,V4,1,18,33.98871,-116.1624
"Raspberry Juice","Meadows Boulder > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121877965/raspberry-juice,3.0,-1,Boulder,V6,1,,33.99418,-116.14301
"RATZ MEST","Meadows Boulder > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122152707/ratz-mest,3.0,-1,Boulder,V6-7,1,10,33.99418,-116.14301
"Slam Dunk","Stem Gem Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112365563/slam-dunk,2.8,-1,Boulder,V3,1,,34.01716,-116.16368
"Right Arete","Arete Boulders > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106129514/right-arete,1.9,-1,Boulder,V1,1,10,34.02492,-116.15901
Zootown,"Satellite Boulder > Planet X Area > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122048863/zootown,3.0,-1,Boulder,V6,1,17,33.9966,-116.15558
Phallus,"Campsite Grotto > HVCG South > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121861799/phallus,3.0,-1,Boulder,"V-easy R",1,20,34.01711,-116.16062
"Missing Link","Caveman Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122231477/missing-link,3.0,-1,Boulder,V7,1,8,34.01622,-116.1633
Unknown,"Black Rock Boulder > Black Rock Canyon Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113716225/unknown,3.0,-1,Boulder,V2,1,18,34.0732,-116.38622
"Eternal Sunshine","Alisters Cave > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118138752/eternal-sunshine,3.0,-1,Boulder,V2,1,18,34.0317,-116.1499
"Facet Arete","Facet Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118186236/facet-arete,3.0,-1,Boulder,V6,1,20,33.98414,-116.1525
"Mr. Freeze","Trashcan Boulders > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108495541/mr-freeze,3.0,-1,Boulder,V5,1,40,34.04026,-116.19707
"Zoot Suit","Dover Cliffs Boulder > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120241685/zoot-suit,3.0,-1,Boulder,V2-3,1,13,34.02985,-116.19761
"Mind The Gap","Mind The Gap > Volcano Boulder Area > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120585645/mind-the-gap,3.0,-1,Boulder,"V0+ R",1,25,33.9455,-116.07599
"The Laying of Hands","Hemingway Corridor > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120423417/the-laying-of-hands,3.0,-1,Boulder,V0,1,15,34.02381,-116.17705
"Bleeding Stone Traverse","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120217115/bleeding-stone-traverse,3.0,-1,Boulder,V2-3,1,,34.0325,-116.20338
"Spicy T","Spicy T Boulder > Western Wilderness Boulders > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118251810/spicy-t,3.0,-1,Boulder,"V0 PG13",1,15,34.09261,-116.17444
"Twin Peaks Yabo","Hemingway Corridor > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120423499/twin-peaks-yabo,3.0,-1,Boulder,V0+,1,15,34.02381,-116.17705
"Wait a Minute","Group Site Boulder 5 > Group Campsites Road > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122250030/wait-a-minute,3.0,-1,Boulder,V0+,1,,34.09674,-116.16107
Unnamed,"Stoney Point Boulder > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120062532/unnamed,3.0,-1,Boulder,V0,1,16,33.9662,-116.08514
"Dish Mantel","Zinger Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118088039/dish-mantel,3.0,-1,Boulder,V2,1,10,34.01237,-116.16243
Warm-up,"Sandy Wash Corridor > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109148627/warm-up,2.0,-1,Boulder,V1,1,10,33.98848,-116.16102
"Hoi Polloi","Hoi Polloi Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106044846/hoi-polloi,2.0,-1,Boulder,V0,1,20,33.98601,-116.15936
Animal,"Animal Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112454282/animal,3.0,-1,Boulder,V6,1,,34.02287,-116.16408
Javaman,"Big Moe Wall > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120962773/javaman,3.0,-1,Boulder,"V3 PG13",1,40,34.02471,-116.1586
"Wiggle Till You Squiggle at the Debutant Ball","Group Campsite 6 > Sheep Pass Group CG Area > Sheep Pass Area > Central Joshua Tree > Joshua Tree National Park > California",https://www.mountainproject.com/route/109849840/wiggle-till-you-squiggle-at-the-debutant-ball,3.0,-1,Boulder,V1,1,10,34.00027,-116.12177
"Mission Crack","Mission Rock > Towers of Uncertainty > Geology Tour Road > Queen Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/120333949/mission-crack,3.0,-1,Boulder,"V0+ PG13",1,20,33.96205,-116.07735
"Ample Mantle","Parking Lot Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108630058/ample-mantle,3.0,-1,Boulder,V1,1,15,33.98964,-116.16395
"JD half-cab","Johnny Dawes Boulder > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121887703/jd-half-cab,3.0,-1,Boulder,V1,1,5,34.02796,-116.14462
"Psycho Crack","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949481/psycho-crack,3.0,-1,Boulder,V4,1,20,34.0325,-116.20338
"Pistol Whipped","Bullet Proof Boulder > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114009329/pistol-whipped,3.0,-1,Boulder,V4,1,10,34.03368,-116.18437
"Scumbler Left","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949538/scumbler-left,3.0,-1,Boulder,V4,1,12,34.0325,-116.20338
"Lox O' Kourndoggs","Lox Boulder > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116483086/lox-o-kourndoggs,3.0,-1,Boulder,V3,1,,34.04558,-116.10438
"The Ejector","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949630/the-ejector,3.0,-1,Boulder,V4,1,15,34.0325,-116.20338
Sidekick,"Sidekick Boulder > Big Brother Boulders > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106152719/sidekick,1.7,-1,Boulder,V-easy,1,12,34.00036,-116.14668
"Gripped and Grunged","Dike Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112453936/gripped-and-grunged,3.0,-1,Boulder,V4,1,15,34.01917,-116.16588
"Cave Rock Problem","Cave Rock > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107087639/cave-rock-problem,3.0,-1,Boulder,V4,1,15,33.96655,-116.08693
"Small World","Small World Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106736726/small-world,2.0,-1,Boulder,V-easy,1,10,33.9862,-116.16
Tush,"Chocolate Boulder 2 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105789824/tush,1.8,-1,Boulder,V0-,1,12,34.06265,-116.22639
Fish,"Split Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120184/fish,2.1,-1,Boulder,V-easy,1,15,34.00254,-116.14998
"Croc Traverse","Orange Julius Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/123544620/croc-traverse,3.0,-1,Boulder,V-easy,1,,34.01864,-116.16128
Monkeyp****,"Land of the Lost Boulder > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/123474238/monkeyp,3.0,-1,Boulder,V1-2,1,12,34.0261,-116.15844
Maverick,"Maverick Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106045651/maverick,2.2,-1,Boulder,V0,1,20,33.98595,-116.15924
"How's Your Granny?","Family Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106072730/hows-your-granny,2.6,-1,Boulder,V5,1,12,34.02065,-116.16221
"Tips Be Gone","Tips Be Gone Wall > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106708006/tips-be-gone,2.6,-1,Boulder,V5+,1,12,33.959,-116.0825
"The Nicola (Mulligan Mantle)","Illicit Sweetie Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114085260/the-nicola-mulligan-mantle,2.6,-1,Boulder,V3-4,1,8,33.99802,-116.15351
"Sign Problem","Entrance Boulder > Entrance Boulder & Vicinity > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143769/sign-problem,2.1,-1,Boulder,V0,1,17,34.01256,-116.16836
"Whole Grain Goodness","Seven Grain Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106269444/whole-grain-goodness,2.5,-1,Boulder,V2,1,15,33.98592,-116.15933
Platypus,"Dino's Egg > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106044788/platypus,2.0,-1,Boulder,V0,1,10,34.02051,-116.16504
"Bodacious Rail","Chocolate Boulder 2 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105789830/bodacious-rail,2.0,-1,Boulder,V1,1,15,34.06265,-116.22639
"Weenie Roast","Campfire Circle Boulder > HVCG South > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106295993/weenie-roast,2.3,-1,Boulder,V2,1,12,34.017,-116.16083
"Simpleton Arete","Simpleton Rock > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106417337/simpleton-arete,2.1,-1,Boulder,V0-,1,15,34.0028,-116.14955
"Two Stroke","JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107975061/two-stroke,2.1,-1,Boulder,V3,1,12,34.0152,-116.16631
